chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group
chr2	152627574	152727574	1.09065	1.39724	6.09765	4.8846	3.1067	3.71169	2.24751	2.24268	2.67222	4.46326	NB
chr2	155520758	155620758	0.817987	0.166182	0.528635	0.515676	0.207328	0.38548	0.223009	0.395527	4.21801	0.888179	NB
chr2	155809383	155909383	0.618035	0.205541	0.558003	0.53955	0.303759	0.378555	0.17771	0.403682	4.66663	1.01346	NB
chr2	156857888	156957888	5.72591	8.06858	3.97944	2.86725	3.05688	11.7975	21.137	9.94117	2.29349	2.72494	NB
chr2	159085825	159185825	1.38149	2.25002	1.23165	3.05824	3.576	2.88764	0.839767	1.92055	1.73597	3.61983	NB
chr2	164994448	165094448	2.12677	0.260206	1.88143	0.534775	0.430727	0.73172	0.32406	0.766588	2.5178	1.36694	NB
chr2	165529857	165629857	7.271	2.7595	3.43245	1.08865	3.18224	2.48831	0.599336	2.15297	2.27074	1.91059	NB
chr2	168236319	168336319	0.963407	0.474494	1.22981	0.630271	0.716808	0.680938	0.257854	0.807364	2.92904	1.49894	NB
chr2	169297832	169397832	5.18059	1.01459	3.44714	1.51599	2.22275	1.51653	0.512223	1.83492	1.65307	2.46095	NB
chr2	170084473	170184473	3.7991	5.76827	1.51799	7.7805	2.81259	5.74988	13.0983	7.38044	2.23985	4.90624	NB
chr2	172283557	172383557	1.98135	2.23034	1.25	10.0318	3.65797	2.2898	0.693418	2.28753	1.94565	4.1769	NB
chr2	173538888	173638888	10.3975	7.29015	3.60867	3.71478	9.24457	5.84683	1.18473	5.60669	2.36501	3.2932	NB
chr2	175995890	176095890	0.618035	0.266766	2.08333	0.720991	0.443585	0.519359	0.292699	0.664648	2.87702	1.87256	NB
chr2	175685568	175785568	4.96246	6.3674	2.54956	5.53397	3.45064	6.16076	15.8998	8.95847	1.67745	8.88402	NB
chr2	175554890	175654890	6.92563	2.37028	3.84361	3.62406	3.0842	4.18257	4.50547	3.47003	1.99116	3.34241	NB
chr2	177515090	177615090	0.854342	0.2449	3.07452	0.627883	0.525552	0.653239	0.278761	0.860372	1.33936	2.06272	NB
chr2	178875154	178975154	4.85339	1.27917	1.28855	2.4232	2.46383	2.04051	0.637666	1.82268	1.36862	2.32671	NB
chr2	180705325	180805325	0.745277	1.03208	1.73091	0.890496	1.8097	2.05435	0.620243	1.1825	1.73272	1.57053	NB
chr2	181992139	182092139	7.50731	0.98616	2.59545	1.3823	1.57344	2.92226	4.03855	1.97763	1.14593	1.98666	NB
chr2	181737240	181837240	1.127	0.535719	2.74413	0.797388	1.24075	1.13105	0.35542	0.831829	1.5978	1.52579	NB
chr2	183106592	183206592	1.16336	2.18661	2.74229	1.32739	3.8669	2.76068	0.557522	1.86346	2.19271	2.21709	NB
chr2	183983343	184083343	0.490792	0.23178	0.737886	0.756802	0.266794	0.417796	0.223009	0.366983	5.7768	1.34457	NB
chr2	184104664	184204664	0.490792	0.146503	0.76909	0.663694	0.29733	0.392405	0.219524	0.395527	5.27617	1.16112	NB
chr2	185196933	185296933	1.41784	0.833097	0.701175	1.30829	1.90613	1.49345	0.372843	1.10095	1.96028	2.39607	NB
chr2	191407681	191507681	2.85387	12.2931	1.43906	6.16901	9.51458	13.7688	14.3353	9.20721	1.76522	6.91526	NB
chr2	192231995	192331995	2.99929	9.24498	4.54295	4.56707	5.81964	9.73395	10.5581	9.25614	2.3325	4.36483	NB
chr2	192543438	192643438	1.23607	3.65163	2.1641	1.36559	3.92155	3.53395	0.822345	2.57296	1.4125	1.64212	NB
chr2	194858488	194958488	0.490792	0.0896509	0.440529	0.458379	0.175184	0.337007	0.142865	0.293587	4.46508	0.789741	NB
chr2	195151997	195251997	0.599857	0.185862	0.499266	0.618334	0.253936	0.31854	0.188164	0.395527	4.68776	0.874755	NB
chr2	196466596	196566596	1.69051	0.892136	3.2232	1.00032	1.59755	1.40342	0.383296	1.14988	2.31787	1.84124	NB
chr2	197199407	197299407	2.5812	1.52844	1.35646	2.10568	1.95274	2.98228	4.06991	2.07957	2.54543	2.13208	NB
chr2	198741764	198841764	0.708922	0.293005	1.99706	0.632658	0.496622	0.487044	0.219524	0.860372	2.03992	1.8211	NB
chr2	198505895	198605895	0.94523	0.898696	3.05433	0.711442	1.22307	0.981012	0.334513	1.00309	1.57342	1.92401	NB
chr2	199025077	199125077	0.79981	0.268953	1.05543	0.558649	0.416263	0.496277	0.212555	0.530087	2.65922	1.37813	NB
chr2	201916637	202016637	2.19948	3.22525	1.34912	7.18843	4.99837	3.67245	0.878097	2.81354	2.66247	4.92861	NB
chr2	201953930	202053930	1.96317	6.43956	1.17841	7.67068	6.1009	6.61548	10.1852	5.79834	1.68395	5.36263	NB
chr2	206268512	206368512	10.3612	23.2939	3.43062	23.2126	19.4518	10.9827	2.35901	11.7924	2.19759	5.78547	NB
chr2	206404937	206504937	12.7061	2.1057	11.7328	1.84306	3.39117	3.08846	0.986117	2.54034	3.72875	3.09632	NB
chr2	205649151	205749151	1.14518	0.981787	1.18943	3.45933	2.14721	1.36418	0.449502	1.45162	1.55879	3.13435	NB
chr2	214119382	214219382	0.599857	0.308312	0.809472	0.883334	0.414655	0.466269	0.254369	0.456691	4.94133	1.15441	NB
chr2	215806123	215906123	3.69003	4.1305	3.37188	4.84162	3.78976	4.24721	4.78075	4.17546	2.8949	3.13435	NB
chr2	217503552	217603552	2.25401	3.38268	7.02827	2.43514	3.97137	1.8166	0.630697	2.92771	3.93031	2.6265	NB
chr2	217275267	217375267	3.32648	13.323	8.05801	2.95797	10.1767	5.13358	1.00702	6.85036	3.91568	3.31781	NB
chr2	220462517	220562517	1.65415	1.31634	4.57967	1.32023	2.31436	1.88123	0.578429	1.76968	3.02494	2.06048	NB
chr2	221854489	221954489	1.16336	0.861523	5.53782	1.16743	1.93506	1.40804	0.386781	1.5658	2.14883	2.21038	NB
chr2	221634792	221734792	2.54485	1.86955	3.99229	1.33216	3.43457	2.61988	0.825829	2.14889	2.54869	2.23051	NB
chr2	222937354	223037354	0.890697	0.610063	4.00147	1.00509	1.162	1.17029	0.400719	1.11726	3.3354	1.8211	NB
chr2	222372180	222472180	0.636212	0.384843	2.74596	0.84991	0.85824	0.768652	0.362389	0.860372	2.88353	1.61751	NB
chr2	226690861	226790861	3.3083	13.0825	1.39317	2.06987	6.7936	7.54341	2.35553	7.77189	2.87052	1.77188	NB
chr2	230536520	230636520	5.14423	3.78283	2.68906	3.19433	4.33942	2.70759	0.951272	2.90732	2.58445	3.27082	NB
chr2	229817446	229917446	4.50802	0.868083	1.53084	1.34171	1.21986	1.58116	1.44259	1.56172	5.15264	1.70477	NB
chr2	232315008	232415008	5.01699	3.31052	5.03855	6.09262	3.42493	6.15845	12.269	5.6597	2.7925	5.05837	NB
chr2	240448996	240548996	2.96293	0.72814	2.03928	2.3086	1.40951	0.948696	0.400719	1.21105	3.85554	2.03588	NB
chr2	240815580	240915580	7.76179	2.77043	9.22541	2.0436	7.23076	3.28235	1.30321	3.27023	4.2684	3.44756	NB
chr2	240749322	240849322	8.27076	2.32218	12.768	2.08419	6.17001	3.407	1.23352	3.22945	4.66175	4.12544	NB
chr2	240320628	240420628	1.70868	0.397963	2.39721	1.2486	0.883955	0.701712	0.317091	0.917459	10.9733	1.61975	NB
chr2	240249899	240349899	1.79957	0.376096	2.4688	1.13878	0.758595	0.644006	0.351936	1.00309	9.55269	1.707	NB
chr2	240908280	241008280	3.92634	8.23914	7.30911	2.50437	11.1507	3.31697	1.44259	5.91251	4.76416	2.88155	NB
chr2	240573135	240673135	7.36189	2.25439	5.1395	8.15532	1.33397	2.25979	6.05957	3.99604	2.15208	3.68024	NB
chr2	241768158	241868158	4.10811	6.16623	4.46403	24.3633	6.45127	7.21102	11.8229	8.3713	1.98303	16.1528	NB
chr2	792898	892898	1.52691	0.192421	1.43539	0.895271	0.422691	0.470886	0.292699	0.570863	8.75948	1.51013	NB
chr2	1577811	1677811	6.19853	12.3849	3.59398	27.5505	15.5576	6.26694	1.26139	8.44062	2.84939	11.2018	NB
chr2	4739710	4839710	0.490792	0.25146	0.671807	0.775901	0.364833	0.376247	0.2474	0.481156	6.41885	1.25956	NB
chr2	19665276	19765276	4.30807	2.14506	7.5257	1.75712	4.12245	2.82762	0.784015	1.93278	3.85554	3.08513	NB
chr2	24797258	24897258	3.58097	7.02994	2.0558	7.37226	5.61392	6.33157	9.44651	6.88706	2.4349	4.4834	NB
chr2	24774860	24874860	3.54461	5.63051	2.09435	6.15708	4.12245	5.81682	9.3594	6.13678	1.77985	3.92409	NB
chr2	29516963	29616963	1.81775	5.1429	4.56131	1.62581	6.22465	4.89814	1.13595	3.76362	3.81165	2.65111	NB
chr2	38954969	39054969	4.81704	2.20629	5.47357	2.55928	3.32207	5.50059	8.44994	4.69331	2.12932	3.31109	NB
chr2	44199973	44299973	1.38149	5.54961	2.55323	4.00126	5.18962	6.86478	10.8333	5.8962	2.79088	6.36043	NB
chr2	50488105	50588105	4.23536	0.279886	2.0246	0.654144	0.57216	0.671705	0.369358	0.550475	2.44791	1.46315	NB
chr2	54949168	55049168	2.49032	2.78574	5.90125	3.25879	6.78717	3.76939	1.07323	3.0582	3.09808	4.37601	NB
chr2	61095738	61195738	1.39967	5.6327	1.60059	9.45167	2.92991	5.52368	17.088	7.42122	2.54381	4.50577	NB
chr2	74716478	74816478	8.57978	2.96723	7.51285	3.23491	4.81997	5.04586	5.70066	4.18361	3.09158	3.36479	NB
chr2	86523736	86623736	1.69051	2.11226	0.831498	16.5589	3.90548	2.72606	0.96521	2.6015	2.21872	7.10767	NB
chr2	89287517	89387517	0.43626	0.236154	2.25588	0.847523	0.499837	0.71787	0.362389	0.872605	4.87144	2.21709	NB
chr2	98177304	98277304	1.81775	0.389216	6.45008	0.96928	0.919314	0.849441	0.400719	1.04794	2.65759	2.36698	NB
chr2	107107481	107207481	0.636212	0.240527	0.822321	0.773514	0.339117	0.390097	0.289214	0.501544	6.00924	1.40721	NB
chr2	110252686	110352686	1.90864	2.71358	4.83297	2.43514	2.35293	5.26746	9.12594	4.92573	3.259	2.59294	NB
chr2	113117144	113217144	10.4702	6.66915	3.84545	7.50118	7.5763	6.65242	9.62074	7.47831	2.10006	5.8056	NB
chr2	120220709	120320709	4.87157	2.62393	2.2467	2.38739	3.66279	5.04586	6.93766	4.12652	2.24635	4.44089	NB
chr2	128216681	128316681	1.39967	5.79451	3.34802	6.84464	5.97554	6.57163	9.36637	6.569	3.71737	10.8886	NB
chr2	133457446	133557446	1.05429	2.12976	1.40051	5.14005	3.81708	2.40983	0.515708	1.92055	2.09844	8.43658	NB
chr2	143538376	143638376	5.0897	0.710647	4.53194	0.775901	1.17004	1.47036	0.627212	1.11726	1.7571	1.78978	NB
chr2	144205125	144305125	1.32696	3.05469	2.87262	1.61387	4.29763	2.76299	0.707356	2.26714	2.03992	1.96428	NB
chr2	152984197	153084197	1.6178	3.97088	2.95705	2.5927	7.88488	6.36157	1.29972	3.83702	1.90989	6.90184	NB
chr2	155993843	156093843	0.690745	0.124637	0.581865	0.487027	0.191256	0.378555	0.223009	0.334363	4.21964	0.908314	NB
chr2	158734859	158834859	1.19971	0.207728	3.00661	0.48464	0.488586	0.667088	0.271792	0.766588	1.36049	1.84795	NB
chr2	173813973	173913973	0.890697	0.990533	4.67328	4.23523	1.61201	1.11489	0.574944	1.62288	4.24077	2.86812	NB
chr2	176698022	176798022	9.37959	0.505106	21.2684	1.98153	2.46222	3.59166	2.88169	1.40269	5.09249	3.26635	NB
chr2	182343391	182443391	0.999762	3.76534	1.7456	1.35842	5.54963	4.54035	1.07323	2.78907	1.88226	1.67121	NB
chr2	183375993	183475993	1.54509	1.19607	4.52643	1.39662	2.55865	3.28466	2.24054	1.97356	1.90501	2.23946	NB
chr2	191498157	191598157	4.54437	11.3988	1.44457	16.8717	6.95593	10.6388	12.485	10.459	1.7831	7.22624	NB
chr2	198583736	198683736	2.39943	0.325804	2.4743	0.680406	0.607518	0.655547	0.223009	0.815519	1.25809	1.80768	NB
chr2	205393099	205493099	1.92681	2.17567	1.49046	2.02689	4.60943	3.72092	0.899004	2.2386	1.93427	5.70269	NB
chr2	205669748	205769748	1.34513	1.63558	1.27019	3.96307	2.96848	1.83045	0.512223	1.68812	1.64332	3.1433	NB
chr2	216153163	216253163	2.07223	10.4017	1.81168	1.92901	9.16421	6.23231	1.24397	5.70863	2.98268	1.78754	NB
chr2	217476452	217576452	2.23583	3.73473	6.90896	2.48766	4.63353	1.88123	0.634181	3.16829	3.98395	2.82562	NB
chr2	218112912	218212912	2.32672	5.7639	10.9783	2.53779	7.41398	3.96791	0.867643	4.44865	3.76939	3.25964	NB
chr2	223096483	223196483	5.67138	1.88923	2.68723	4.45009	2.64222	1.72658	0.630697	1.93278	1.71646	3.33347	NB
chr2	229926119	230026119	1.89046	3.363	2.28891	1.25815	2.74669	1.7035	0.446018	1.9654	4.54797	1.73609	NB
chr2	235416586	235516586	5.72591	5.93883	6.00588	2.37068	6.04143	4.15718	1.56106	4.10614	3.94981	3.34465	NB
chr2	236728885	236828885	10.3793	1.02989	16.8557	2.13433	4.41335	4.95815	3.02804	2.66675	5.07949	3.5997	NB
chr20	6271247	6371247	1.41784	1.12173	4.09508	1.14117	1.97685	1.44036	0.418141	1.68812	2.21872	1.88822	NB
chr20	24034525	24134525	4.61708	0.207728	2.81755	0.642208	0.54966	0.563216	0.289214	0.876683	1.97003	2.15221	NB
chr20	37661284	37761284	0.963407	0.290819	1.39684	0.618334	0.396976	0.427029	0.278761	0.742122	3.64748	1.78083	NB
chr20	43947426	44047426	8.83426	20.2371	2.65235	20.3262	9.91316	16.3725	28.2385	19.2299	2.1472	7.10543	NB
chr20	7186652	7286652	3.99905	0.137756	1.3014	0.479865	0.258758	0.406254	0.205586	0.546398	2.34063	1.48552	NB
chr20	11233722	11333722	1.38149	2.82947	3.88583	1.54225	5.59785	3.57319	0.717809	2.23044	2.6072	2.35804	NB
chr20	10916570	11016570	1.10883	1.41473	4.1061	1.325	2.37222	1.54884	0.50177	1.55356	2.28862	2.29092	NB
chr20	11103918	11203918	5.87133	5.64145	3.70595	1.5709	6.48502	4.93738	1.22655	3.77993	2.39102	2.49003	NB
chr20	10996476	11096476	1.19971	1.36444	3.5848	1.3059	2.84955	2.00588	0.606305	1.6188	2.26098	2.29316	NB
chr20	11007551	11107551	1.30878	1.47159	3.57746	1.34887	3.16938	2.19978	0.655088	1.66366	2.27236	2.34014	NB
chr20	12126409	12226409	2.59938	0.229594	2.24486	0.570586	0.416263	0.583991	0.254369	0.587174	3.54183	1.55935	NB
chr20	11998342	12098342	0.7271	1.20263	3.66557	0.923919	1.71648	1.51422	0.383296	1.02755	3.1566	1.9352	NB
chr20	15504711	15604711	1.49055	0.879016	3.69677	1.17937	3.11956	2.42137	0.602821	1.51686	3.20211	2.01574	NB
chr20	15540164	15640164	1.99952	0.942428	2.93686	1.18176	3.21117	2.486	0.599336	1.45978	2.92741	1.99561	NB
chr20	17153596	17253596	2.19948	0.343297	3.77019	0.644595	0.686271	1.12412	0.543584	0.946002	1.55879	1.96205	NB
chr20	17932309	18032309	3.09017	1.48689	10.1285	2.1964	2.76276	1.86739	0.867643	2.10812	3.31427	3.546	NB
chr20	19230414	19330414	0.708922	0.216474	2.07599	0.675631	0.343939	0.570141	0.271792	0.733967	3.89292	1.88151	NB
chr20	20784581	20884581	4.32624	0.343297	1.74743	0.919145	0.543231	0.521668	0.296184	0.742122	5.40458	1.971	NB
chr20	23812673	23912673	3.29013	1.05394	3.01946	0.811712	1.45612	0.94408	0.369358	1.48017	2.37151	2.30434	NB
chr20	30068379	30168379	11.5609	5.41623	19.1263	3.28982	4.43103	5.36902	8.75658	7.27851	4.44395	6.29555	NB
chr20	36793688	36893688	7.23464	2.09258	7.92952	5.45518	2.64544	3.88019	6.40105	4.07352	2.74536	4.04938	NB
chr20	37217653	37317653	0.890697	0.299565	2.17878	0.697117	0.413048	0.50551	0.296184	0.970467	2.59582	2.39607	NB
chr20	37310823	37410823	6.01675	0.282072	1.87959	0.768739	0.495015	0.528592	0.289214	0.795131	3.54995	2.08062	NB
chr20	38591510	38691510	1.21789	0.273326	3.46733	0.845136	0.594661	0.572449	0.240431	0.917459	2.11307	2.34238	NB
chr20	42399254	42499254	9.19781	1.11298	12.5936	1.97198	2.03953	1.3411	0.567975	2.32423	2.94529	4.06951	NB
chr20	48086778	48186778	14.3784	12.8835	2.97908	11.5693	13.4651	12.5939	11.586	14.0759	2.29999	13.1437	NB
chr20	50957149	51057149	1.50873	0.889949	2.40455	1.01225	0.993245	1.5927	1.51228	1.71667	4.14649	1.88598	NB
chr20	51087660	51187660	1.25425	0.627556	2.05397	1.07194	0.916099	0.865599	0.331029	1.03571	3.90918	1.98218	NB
chr20	51895239	51995239	9.41594	14.2479	2.52753	2.7073	12.7065	12.4438	4.0281	10.0146	3.11596	3.42519	NB
chr20	52138573	52238573	4.54437	6.32367	9.36491	1.8932	5.00158	4.10871	1.26139	3.41702	2.99568	3.33123	NB
chr20	52295724	52395724	1.2906	1.81926	4.22357	1.14833	2.95723	2.72606	0.630697	1.79006	2.11957	2.32224	NB
chr20	51455309	51555309	1.03612	1.20045	3.67475	1.70937	1.31147	1.13336	0.42511	1.46793	3.52232	2.452	NB
chr20	53307488	53407488	0.672567	0.142129	0.657122	0.549099	0.210542	0.330082	0.233462	0.42407	5.83044	1.16783	NB
chr20	56883386	56983386	3.05382	4.79523	7.20265	6.3791	4.55639	7.10714	11.7184	6.78919	3.12084	8.30906	NB
chr20	58042697	58142697	7.38006	1.85206	7.73128	1.44198	4.45514	2.78377	0.630697	2.66267	4.07009	2.73165	NB
chr20	57983967	58083967	8.03445	2.05104	7.54956	1.37036	4.92283	3.03075	0.703871	2.74014	3.40529	2.64216	NB
chr20	59549216	59649216	2.12677	2.18879	5.71586	1.90752	4.10155	3.0446	1.02096	2.39763	5.98486	4.30442	NB
chr20	61524348	61624348	10.4157	2.45337	13.2819	2.73117	3.45386	4.24259	7.9865	4.46089	4.25539	5.07403	NB
chr20	62231292	62331292	5.21694	3.25586	14.6164	1.94095	5.04498	2.29672	0.794469	2.97664	4.84218	4.85478	NB
chr20	0	73037	0.547537	0.33531	2.9605	0.676629	0.539127	0.556231	0.329191	0.714613	1.96957	1.81338	NB
chr20	10110394	10210394	2.41761	6.35647	3.6362	4.7891	3.75119	5.03201	5.15708	4.42419	2.22197	3.89948	NB
chr20	16785766	16885766	1.39967	5.46215	3.81241	1.47302	4.91319	2.88764	0.672511	3.02557	3.66861	2.20367	NB
chr20	18505091	18605091	8.85244	2.11664	1.84839	4.85356	3.93762	2.91995	5.09087	3.61683	2.01229	4.47221	NB
chr20	19792096	19892096	5.54414	18.1445	1.71256	16.0791	13.6579	13.0648	8.81582	13.8027	3.50282	10.8483	NB
chr20	20079760	20179760	3.76274	0.336738	4.72467	0.806937	0.668592	0.66478	0.313606	1.07241	1.53604	2.38488	NB
chr20	22562904	22662904	10.2158	0.467934	5.00367	0.950181	1.38218	1.38265	0.578429	1.67589	2.18946	2.42068	NB
chr20	24396493	24496493	1.18154	0.400149	5.55801	1.16027	0.911278	0.699404	0.418141	1.12542	2.55519	2.54149	NB
chr20	25960969	26060969	0.07271	0.673475	3.64354	1.80964	1.09932	1.60886	0.972179	1.52094	10.7913	3.04039	NB
chr20	34084816	34184816	2.10859	4.34479	10.7911	3.94158	6.22626	7.24795	11.1156	6.66687	3.51094	8.0294	NB
chr20	41830712	41930712	2.65391	4.0168	5.93429	2.38978	5.23141	2.5991	0.801438	3.11936	5.54437	3.04486	NB
chr20	47189304	47289304	6.10764	6.00661	2.24486	12.615	5.42267	7.57803	12.8962	7.86568	2.73724	9.92433	NB
chr20	54687970	54787970	1.2906	0.896509	7.71109	1.9123	1.84506	1.23492	0.536615	1.7289	4.63575	3.02025	NB
chr20	56245262	56345262	6.74385	4.34916	1.60977	10.9677	6.85949	7.24795	9.3594	6.12455	2.27236	8.78782	NB
chr20	56886145	56986145	2.96293	4.72307	7.17695	6.35284	4.25424	6.82784	11.6696	6.6057	3.35978	8.25984	NB
chr20	57413993	57513993	5.94404	0.397963	3.01212	1.00032	0.644484	0.59784	0.289214	0.9827	4.6585	2.2596	NB
chr20	61496826	61596826	4.12629	0.658169	13.0286	1.85023	1.68594	1.02949	0.599336	1.54541	3.246	4.12097	NB
chr21	34568831	34668831	12.8515	3.92715	12.4725	2.2346	6.52038	4.07178	1.25094	4.03274	5.06649	3.45875	NB
chr21	14283414	14383414	0.87252	1.68369	2.00624	2.16536	1.96238	2.82301	5.42539	2.92363	3.86854	2.61979	NB
chr21	15537008	15637008	0.672567	0.341111	2.03928	0.658919	0.721629	0.77096	0.331029	0.782898	2.73073	1.34234	NB
chr21	18199802	18299802	3.43555	0.338924	1.82269	0.830811	0.65252	0.49166	0.268307	0.697269	4.17412	1.51013	NB
chr21	18315859	18415859	0.545325	0.170555	0.495595	0.627883	0.218578	0.31854	0.264823	0.428147	5.84345	1.03584	NB
chr21	26325638	26425638	1.58144	4.46068	1.30323	6.73244	7.72899	5.90916	1.35199	3.7677	1.85137	9.60441	NB
chr21	27693594	27793594	1.72686	3.19463	2.06498	1.62104	4.26388	3.43008	0.689933	2.45879	2.53406	1.90612	NB
chr21	30273205	30373205	1.07247	0.25146	0.691998	0.599235	0.316617	0.454728	0.275276	0.419992	4.76578	1.06044	NB
chr21	31977559	32077559	1.59962	6.10282	3.16814	6.35523	5.68303	6.90633	9.32455	6.65871	2.21059	8.77216	NB
chr21	32306070	32406070	1.94499	0.677848	7.37519	1.47779	1.26004	1.1449	0.689933	1.4557	3.31102	2.65782	NB
chr21	33194190	33294190	4.28989	0.586011	9.33738	1.14117	1.03825	1.04564	0.442533	1.2926	2.59907	2.89273	NB
chr21	38583274	38683274	11.8335	6.24714	6.98789	2.05315	7.46219	5.44519	1.19519	4.7137	3.13709	3.28648	NB
chr21	38118534	38218534	6.52572	8.0817	8.78855	2.03883	8.55026	6.32464	2.05238	5.06845	3.57921	3.01354	NB
chr21	37973752	38073752	12.1789	0.940241	12.1311	1.52077	2.86723	1.86046	0.561006	1.96948	3.83441	3.11869	NB
chr21	38010688	38110688	5.18059	2.69171	9.20155	1.81442	4.62068	2.71683	0.662057	2.52403	4.47971	2.90616	NB
chr21	38218882	38318882	1.10883	0.356417	7.92401	1.06955	0.739308	0.657855	0.317091	1.12542	2.49017	2.5303	NB
chr21	39542066	39642066	2.61756	7.83461	2.01358	12.7152	5.45159	7.99813	10.572	7.36006	2.32438	6.77656	NB
chr21	40144499	40244499	1.25425	0.306125	0.917769	1.09342	0.351975	0.461653	0.261338	0.554553	10.2386	1.36247	NB
chr21	41638025	41738025	3.05382	2.09914	7.21917	2.65716	2.85116	3.60551	4.23368	3.53935	3.32239	2.45424	NB
chr21	41625056	41725056	3.05382	2.08165	7.4119	2.43991	2.75312	3.59858	4.20232	3.48634	3.40041	2.36251	NB
chr21	28451720	28551720	1.41784	7.8696	1.7768	2.69775	5.25552	3.85711	0.85719	3.64537	3.39879	1.707	NB
chr21	28858947	28958947	1.63597	5.61083	1.53267	2.73117	4.77336	3.44393	0.905973	3.60459	3.32564	2.00008	NB
chr21	28997594	29097594	6.07128	14.8733	2.04112	4.39041	8.63062	6.79091	1.88512	8.39577	4.3708	2.68915	NB
chr21	36455270	36555270	4.199	6.92499	2.01909	9.71428	9.86334	5.63678	2.62732	6.19794	2.87377	5.53042	NB
chr22	28224316	28324316	7.50731	5.29378	2.01542	19.7676	4.41656	5.0851	8.63114	6.87075	2.48692	5.68479	NB
chr22	36614674	36714674	12.288	8.25007	2.34398	16.8144	8.83955	7.58265	11.694	9.2806	2.10657	7.85266	NB
chr22	20286949	20386949	16.7597	7.18519	2.46513	15.4894	7.99739	10.1056	19.1578	10.1818	2.17809	11.7521	NB
chr22	20272514	20372514	16.9051	7.38417	2.41924	14.6729	7.66309	10.1402	19.1788	10.0472	2.24473	15.9648	NB
chr22	22517138	22617138	15.7781	10.8915	4.51909	6.69901	6.99289	10.2972	14.6175	12.0004	3.35978	4.38944	NB
chr22	24884256	24984256	2.12677	0.236154	2.71109	0.84991	0.424299	0.533209	0.299668	0.725812	5.05186	2.07615	NB
chr22	29021502	29121502	9.87038	10.7056	1.97504	20.0732	11.3805	12.4046	16.5723	13.2603	1.71159	11.6873	NB
chr22	29470343	29570343	9.2887	3.07	8.42695	2.74072	6.19572	4.06485	1.82588	3.63314	3.24762	5.7698	NB
chr22	30512070	30612070	2.1813	3.75222	2.70191	16.8812	5.48695	2.80454	0.993086	3.2213	2.65759	5.73625	NB
chr22	31162020	31262020	8.85244	6.91405	5.61674	5.86581	5.82928	4.6927	9.27926	7.1521	2.65759	6.05393	NB
chr22	31307545	31407545	6.19853	24.9055	8.28194	3.45694	14.0372	6.91556	1.67605	11.7516	5.3737	4.06504	NB
chr22	33623381	33723381	0.87252	0.35423	0.840676	1.05045	0.38894	0.496277	0.264823	0.709501	9.52344	1.52131	NB
chr22	33768866	33868866	0.999762	0.37391	2.26138	1.19131	0.609126	0.500893	0.264823	0.738044	5.82719	1.95534	NB
chr22	36382672	36482672	16.178	30.5688	2.52019	13.3001	17.1793	20.7397	33.4409	26.9121	2.65434	11.025	NB
chr22	39580658	39680658	3.23559	10.7997	1.61527	11.4428	4.693	8.73909	19.7084	13.4194	1.85625	5.57069	NB
chr22	42587548	42687548	17.2141	9.3718	7.49266	6.45311	10.3182	9.23998	13.8056	9.06857	3.27201	5.29551	NB
chr22	43848657	43948657	11.3246	8.62617	7.31645	6.84226	7.38505	7.70268	9.6068	7.73112	4.19363	6.06064	NB
chr22	43719914	43819914	6.30759	0.75438	14.8568	2.01257	1.76952	1.89508	1.69347	2.20598	3.77914	4.23954	NB
chr22	44795180	44895180	9.61589	25.8413	2.89648	15.2029	17.6261	21.7969	29.8135	26.4799	1.46614	9.4657	NB
chr22	46717729	46817729	0.890697	0.290819	0.706682	0.935856	0.38894	0.445495	0.268307	0.534165	8.94966	1.38932	NB
chr22	48006856	48106856	0.908875	0.282072	0.732379	1.08865	0.401798	0.38548	0.278761	0.550475	11.9909	1.358	NB
chr22	48445373	48545373	2.85387	0.498546	5.70301	1.48018	1.21986	0.830975	0.369358	1.18658	5.24529	2.36251	NB
chr22	49134848	49234848	4.45349	4.32074	1.55837	21.6345	5.49017	2.3452	1.04535	4.22439	2.30487	10.723	NB
chr22	24933562	25033562	0.781632	0.352044	3.07452	0.900046	0.503051	0.459344	0.337998	0.941924	4.3838	2.18129	NB
chr22	25433959	25533959	5.83498	5.00514	4.40529	6.12365	7.92185	4.56575	1.33108	4.42011	3.85066	4.93085	NB
chr22	25828474	25928474	2.47214	2.70265	13.4031	1.99824	6.11858	3.49933	0.766593	3.09897	4.40656	4.2731	NB
chr22	27936930	28036930	10.0522	11.1473	5.81315	15.5419	7.13272	10.925	19.1509	12.7343	3.03469	13.3093	NB
chr22	37887053	37987053	9.41594	12.737	8.87299	3.12987	14.7508	5.88376	2.35205	8.69343	4.48946	4.39615	NB
chr22	38149252	38249252	14.7601	12.9863	7.35316	12.233	10.5255	11.996	21.6319	18.0311	2.31625	9.37845	NB
chr22	46008714	46108714	1.58144	1.5678	4.05103	1.39185	2.73705	1.91817	0.60979	1.70851	6.05963	1.8994	NB
chr3	134169029	134269029	5.10788	0.36079	4.33003	0.828424	0.909671	1.87662	2.09419	1.14173	1.95703	2.15892	NB
chr3	25153266	25253266	0.599857	0.225221	0.710353	0.680406	0.250722	0.459344	0.254369	0.448535	5.03886	1.24613	NB
